ID;TWEET;label;len emoji;len text;len letters;TWEET_clean
335;الان يبدو انك حقا نسيتني الم تعد تهتم لامري ،، ما كان عليا ان احبك كثيرا !;sadness;0;17;20;الان يبدو انك نسيتني الم تعد تهتم لامري ،، عليا ان احبك
336;بينِي في الحُبّ وبَيْنكَ ما .. لا يَقْدِرُ وَاشٍ .. يُفسِدُهُ !❤️ ..   احمد شوقي.;love;1;15;27;بيني الحب وبينك يقدر واش يفسده ❤️ احمد شوقي
337;انا بتكلم علي الاوليمبياد و المصري اللي كان في رفع الاثقال;none;0;11;17;انا بتكلم علي الاوليمبياد المصري اللي رفع الاثقال
338;هذي زودتها لازم تتربي مو باقي الا تطردنا من بلدنا وتجمع فيه اشكالها واشكال مريم    Talal   نطالب بمحاسبه روضه اليوسف 2;anger;0;21;28;زودتها لازم تتربي مو باقي الا تطردنا بلدنا وتجمع اشكالها واشكال مريم Talal نطالب بمحاسبه روضه اليوسف 2
339;: ان اعناق طيْفك ان ابتسم لذكراك ان استنشق عطرك الملتصق بثيابي .! هي قمّه الاشتياق ♬ ♥  يا عاشقي  خواطر  حب  بقلمي  رومن…;love;1;24;31;ان اعناق طيفك ان ابتسم لذكراك ان استنشق عطرك الملتصق بثيابي قمه الاشتياق ♬ ♥ عاشقي خواطر حب بقلمي رومن…
340;الناس ام دم خفيف ♥;joy;1;5;11;الناس ام دم خفيف ♥
341;دلِني لحضُنك واتركِني اضيْع .. ♡  😴;love;1;7;19;دلني لحضنك واتركني اضيع ♡ 😴
342;84: شماعتنا الوحيده التي علقنا عليها كل شيء، مسكين هذا الحزن ليس لدينا غيره لنطلخ به تهمه الغياب والجراح والاكاذيب!** .…;sadness;0;21;33;84 شماعتنا الوحيده علقنا عليها شيء، مسكين الحزن لدينا غيره لنطلخ تهمه الغياب والجراح والاكاذيب …
343;جريء وموضوعي ولا تخشي في الحق لومه لائم استاذ وجيه استمر وافضح الفاسدين  كلنا وجيه عباس✌🏼️;love;2;16;28;جريء وموضوعي تخشي الحق لومه لائم استاذ وجيه استمر وافضح الفاسدين كلنا وجيه عباس✌🏼️
344;الحمدُلله البعثه المصريه التي غادرت الي الاوليمبياد عادت سالمه الي ارض الوطن;joy;0;12;21;الحمدلله البعثه المصريه غادرت الي الاوليمبياد عادت سالمه الي ارض الوطن
345;كل هذا خوف علي الاكل;fear;0;5;11;خوف علي الاكل
346;متعتي الرئيسيه في الوقت ده اني اتفرج علي الاوليمبياد بتعليق نايل سبورت.;joy;0;12;19;متعتي الرئيسيه الوقت ده اني اتفرج علي الاوليمبياد بتعليق نايل سبورت
347;ربّنا اننا امنا فاغفر لنا ذنوبنا وقنا عذاب النار;fear;0;9;14;ربنا اننا امنا فاغفر ذنوبنا وقنا عذاب النار
348;ارتباط الاوليمبياد بالسياسه موضوع يطول الكلام فيه .. والاكيد ان الاوليمبياد يمكن اول مناسبه رياضيه لابراز تقدم بلدك وانتمائك لها 1;none;0;21;23;ارتباط الاوليمبياد بالسياسه موضوع يطول الكلام والاكيد ان الاوليمبياد يمكن اول مناسبه رياضيه لابراز تقدم بلدك وانتمائك 1
349;لاتنزوي خلف  البُكاء فالماء يهدم شموخ الجبال ..;sadness;0;8;20;لاتنزوي البكاء فالماء يهدم شموخ الجبال
350;الفرصه بنت جميله راكبه عجله ببدال في الاوليمبياد;none;0;8;17;الفرصه بنت جميله راكبه عجله ببدال الاوليمبياد
351;لكل من يريد الشعور بهم وضع نفسه في مكانهم وليتحمل صعاب المعيشه والتعليم والصحه. ..... كان الله في عونهم  النواصره يفدون الوطن;sympathy;0;22;22;لكل يريد الشعور وضع نفسه مكانهم وليتحمل صعاب المعيشه والتعليم والصحه الله عونهم النواصره يفدون الوطن
352;رغي مصاطب ...دا مش تعليق علي حاجه باهميه الاوليمبياد ...الدورات الرمضانيه بيكون فيه كلام احسن من كده 😂;sadness;1;18;26;رغي مصاطب دا مش تعليق علي حاجه باهميه الاوليمبياد الدورات الرمضانيه بيكون كلام احسن كده 😂
353;: خايفه تكون نصيب مش مكتوب ليا 💔;fear;1;8;17;خايفه تكون نصيب مش مكتوب ليا 💔
354;في كذا حد كان بيتكلم عنه من قبل الاوليمبياد;none;0;9;17;حد بيتكلم عنه الاوليمبياد
355;الرجاله المصريين المشاركين في الاوليمبياد داخلين دخله احمد حلمي في فيلم الناظر شكرا;none;0;13;19;الرجاله المصريين المشاركين الاوليمبياد داخلين دخله احمد حلمي فيلم الناظر شكرا
356;الحقيقه بدت مثل الخيال هو عدوي واذكا حبيب  كل ماقفيت ناداني تعال لذه الحب في الشيء القليل;joy;0;17;21;الحقيقه بدت الخيال عدوي واذكا ماقفيت ناداني تعال لذه الحب الشيء القليل
357;تركي العواد يسيء للسعوديات مافلح في حراسه المرمي دون التصريحات بعدين يورينا مراجله ويبداء باهل بيته امه وخواته وزوجته ويلبي نداء الوطن;anger;0;22;23;تركي العواد يسيء للسعوديات مافلح حراسه المرمي التصريحات بعدين يورينا مراجله ويبداء باهل بيته امه وخواته وزوجته ويلبي نداء الوطن
358;انا مش عارف احب نفسي اصلا هعرف احب حد تاني ازاي بس;surprise;0;12;18;انا مش عارف احب نفسي اصلا هعرف احب حد تاني ازاي
359;ابتهاج محمد اول امريكيه تشارك في الاوليمبياد بحجاب ، بدات النهارده;none;0;11;18;ابتهاج محمد اول امريكيه تشارك الاوليمبياد بحجاب ، بدات النهارده
360;: انا خايفه.. و مش عارفه ابطل اخاف..!;fear;0;8;18;انا خايفه مش عارفه ابطل اخاف
361;اكثر ماده خايفه منها الاجتماعيات;fear;0;5;16;اكثر ماده خايفه الاجتماعيات
362;خايف اقوله عن شعوري و اخسرهه؟مابي اخسره😍💔;fear;2;7;19;خايف اقوله شعوري اخسرهه؟مابي اخسره😍💔
363;هو فيه اشهر من مشهد بلحه!!!!;surprise;0;6;15;اشهر مشهد بلحه
364;انا مس عشاك كره القدم النسائيه ماتش فرنسا وامريكا ف الاوليمبياد ماتش جميل ولذيذ الله ينور;joy;0;16;21;انا مس عشاك كره القدم النسائيه ماتش فرنسا وامريكا الاوليمبياد ماتش جميل ولذيذ الله ينور
365;هو في ناس خلصت اورجانك و سيوتكس ؟;surprise;0;8;16;ناس خلصت اورجانك سيوتكس ؟
366;انا عاوز العب لعبه و اتقنها في خلال 4 سنين الجايين عشان اشارك في الاوليمبياد في اليابان;none;0;17;22;انا عاوز العب لعبه اتقنها خلال 4 سنين الجايين عشان اشارك الاوليمبياد اليابان
367;مافيش داعي للاعتذار اصلكم عاملين تغطيه هايلله من اول الاوليمبياد فحبيت اصحح المعلومه مش اكتر;none;0;15;21;مافيش داعي للاعتذار اصلكم عاملين تغطيه هايلله اول الاوليمبياد فحبيت اصحح المعلومه مش اكتر
368;في لحظه تاريخيه بتعكس ده جابرييل اندرسن سويسريه لم تكن بطله ابدا لكنها شاركت في ماراتون الاوليمبياد و طلعت الاخيره;none;0;20;22;لحظه تاريخيه بتعكس ده جابرييل اندرسن سويسريه تكن بطله ابدا لكنها شاركت ماراتون الاوليمبياد طلعت الاخيره
369;الام قلب ظاهره وباطنه  الحنان ..!;love;0;6;15;الام قلب ظاهره وباطنه الحنان
370;جفت دموع العين والبكاء توفاه الله بروحي كيعقوب !;sadness;0;9;20;جفت دموع العين والبكاء توفاه الله بروحي كيعقوب
371;sh ek: الحب يغير الاقداريجعلنا نستدفيء بالثلج نتلذذ بالنار  قروب البتار للدعم;love;0;12;26;sh ek الحب يغير الاقداريجعلنا نستدفيء بالثلج نتلذذ بالنار قروب البتار للدعم
372;جماهير الارجنتين في مختلف الالعاب في الاوليمبياد عاملين بهجه غير طبيعيه للبطوله ، في كل مسابقه بيغنوا و يقلبوا المدرج حتي لو خسرانين;joy;0;23;23;جماهير الارجنتين مختلف الالعاب الاوليمبياد عاملين بهجه طبيعيه للبطوله ، مسابقه بيغنوا يقلبوا المدرج حتي خسرانين
